Recording_ID,species,file_nam_label,min_t,max_t,label_id,rec_from,channel,labeler,full_path,duration_song,unique_id,unique_id_label,English_name,birdlife_sci_name,order_name,family_name,song_description_collins_bird_guide,short_or_continuous_song,Country,Latitude,Longitude,Vocalization_type,option
148950,Black_Redstart,148950.txt,19.557809,22.717444,148950_L,xc,L,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-148950.wav,3.159635,1,148950_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,41.1071,-4.9553,song,
148950,Black_Redstart,148950.txt,40.238555,41.796354,2,xc,L,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-148950.wav,1.557799,2,148950_2,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,41.1071,-4.9553,song,
236963,Black_Redstart,236963.txt,6.387041,7.689919,236963_R,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-236963.wav,1.302878,1,236963_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Germany,52.2398,13.8374,song,
236963,Black_Redstart,236963.txt,19.425617,21.247687,2,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-236963.wav,1.82207,2,236963_2,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Germany,52.2398,13.8374,song,
236963,Black_Redstart,236963.txt,36.568749,40.31085,3,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-236963.wav,3.74210100000001,3,236963_3,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Germany,52.2398,13.8374,song,
246187,Black_Redstart,246187.txt,7.9463,11.07666,246187_R,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-246187.wav,3.13036,1,246187_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.141,1.765,song,
246187,Black_Redstart,246187.txt,14.24314,17.566139,2,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-246187.wav,3.322999,2,246187_2,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.141,1.765,song,
246187,Black_Redstart,246187.txt,21.768046,22.634915,3,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-246187.wav,0.866869000000001,3,246187_3,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.141,1.765,song,
246187,Black_Redstart,246187.txt,57.88759,58.802619,4,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-246187.wav,0.915028999999997,4,246187_4,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.141,1.765,song,
246187,Black_Redstart,246187.txt,61.87278,64.822543,5,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-246187.wav,2.949763,5,246187_5,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.141,1.765,song,
308067,Black_Redstart,308067.txt,2.431998,6.316438,308067_R,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-308067.wav,3.88444,1,308067_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,France,48.3255,7.3134,song,
308067,Black_Redstart,308067.txt,15.909318,16.646799,2,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-308067.wav,0.737481000000001,2,308067_2,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,France,48.3255,7.3134,song,
308067,Black_Redstart,308067.txt,38.743074,43.179217,3,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-308067.wav,4.436143,3,308067_3,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,France,48.3255,7.3134,song,
349522,Black_Redstart,349522.txt,1.409652,4.948996,349522,xc,1,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-349522.wav,3.539344,1,349522_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Germany,47.998,10.9509,song,
349522,Black_Redstart,349522.txt,18.954247,23.304901,2,xc,1,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-349522.wav,4.350654,2,349522_2,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Germany,47.998,10.9509,song,
349522,Black_Redstart,349522.txt,41.305858,45.747785,3,xc,1,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-349522.wav,4.441927,3,349522_3,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Germany,47.998,10.9509,song,
349522,Black_Redstart,349522.txt,52.836612,56.04129,4,xc,1,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-349522.wav,3.20467799999999,4,349522_4,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Germany,47.998,10.9509,song,
364612,Black_Redstart,364612.txt,2.178011,3.42363,364612_R,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-364612.wav,1.245619,1,364612_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.1415,0.276,song,
364612,Black_Redstart,364612.txt,5.6672,6.636015,2,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-364612.wav,0.968815,2,364612_2,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.1415,0.276,song,
364612,Black_Redstart,364612.txt,8.806742,9.804694,3,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-364612.wav,0.997952,3,364612_3,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.1415,0.276,song,
364612,Black_Redstart,364612.txt,11.582067,13.170049,4,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-364612.wav,1.587982,4,364612_4,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.1415,0.276,song,
364612,Black_Redstart,364612.txt,15.894384,19.58025,5,xc,R,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-364612.wav,3.685866,5,364612_5,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Spain,42.1415,0.276,song,
374793,Black_Redstart,374793.txt,8.667784,11.542482,374793_L,xc,L,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-374793.wav,2.874698,1,374793_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,France,42.6623,2.5012,song,
405979,Black_Redstart,405979.txt,1.543859,3.603308,405979,xc,1,MB,/home/miche/data/git/acoucene/abundance/xc/Black_Redstart/converted/Phoenicurus-ochruros-405979.wav,2.059449,1,405979_1,Black Redstart,Phoenicurus ochruros,PASSERIFORMES,MUSCICAPIDAE,"Call a straight, slightly sharp whistle, ‘vist’, often repeated impatiently. When highly agitated, a discreet clicking is added, ‘vist, tk-tk-tk’. Song loud, frequently given at first light from high perch, usually consists of four parts: starts with a few whistles and a rattling repetition of same note, followed by a pause circa 2 sec. Long, then a peculiar crackling sound (not very far-carrying), after which the verse terminates with some brief whistled notes, e.g. ‘si-sru till-ill-ill-ill-ill-ill….. (krschkrschkrsch) srusvisvi’; the sequence of the four components may sometimes be switched around.",short,Italy,43.1468,10.9782,song,
